pathway_id	pathway_name	ec_number	ec_name	product
565	Ether lipid metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)
565	Ether lipid metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	Acetyltransferase (EC 2.3.1.-)
565	Ether lipid metabolism	3.1.4.-	Phosphoric diester hydrolases.	Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)
565	Ether lipid metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	Phosphinothricin N-acetyltransferase (EC 2.3.1.-)
565	Ether lipid metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)
591	Linoleic acid metabolism	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)
592	alpha-Linolenic acid metabolism	2.3.1.16	Acetyl-CoA C-acyltransferase	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)
592	alpha-Linolenic acid metabolism	1.-.-.-	Oxidoreductases.	Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)
592	alpha-Linolenic acid metabolism	1.-.-.-	Oxidoreductases.	tRNA dihydrouridine synthase B (EC 1.-.-.-)
600	Sphingolipid metabolism	3.2.1.22	Alpha-galactosidase	Alpha-galactosidase (EC 3.2.1.22)
600	Sphingolipid metabolism	2.4.1.-	Hexosyltransferases.	Alpha-L-Rha alpha-1,2-L-rhamnosyltransferase/alpha-L-Rha alpha-1,3-L- rhamnosyltransferase (EC 2.4.1.-)
600	Sphingolipid metabolism	3.2.1.23	Beta-galactosidase	Beta-galactosidase (EC 3.2.1.23)
600	Sphingolipid metabolism	2.7.8.-	Transferases for other substituted phosphate groups.	Cardiolipin synthetase (EC 2.7.8.-)
600	Sphingolipid metabolism	2.4.1.-	Hexosyltransferases.	Glycosyltransferase (EC 2.4.1.-)
600	Sphingolipid metabolism	2.7.8.-	Transferases for other substituted phosphate groups.	Lipopolysaccharide cholinephosphotransferase LicD1 (EC 2.7.8.-)
600	Sphingolipid metabolism	3.2.1.18	Exo-alpha-sialidase	Sialidase (EC 3.2.1.18)
600	Sphingolipid metabolism	2.7.8.-	Transferases for other substituted phosphate groups.	Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)
601	Glycosphingolipid biosynthesis - lacto and neolacto series	2.4.1.-	Hexosyltransferases.	Alpha-L-Rha alpha-1,2-L-rhamnosyltransferase/alpha-L-Rha alpha-1,3-L- rhamnosyltransferase (EC 2.4.1.-)
601	Glycosphingolipid biosynthesis - lacto and neolacto series	2.4.1.-	Hexosyltransferases.	Glycosyltransferase (EC 2.4.1.-)
601	Glycosphingolipid biosynthesis - lacto and neolacto series	2.4.99.-	Transferring other glycosyl groups.	Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)
603	Glycosphingolipid biosynthesis - globo series	3.2.1.22	Alpha-galactosidase	Alpha-galactosidase (EC 3.2.1.22)
603	Glycosphingolipid biosynthesis - globo series	2.4.1.-	Hexosyltransferases.	Alpha-L-Rha alpha-1,2-L-rhamnosyltransferase/alpha-L-Rha alpha-1,3-L- rhamnosyltransferase (EC 2.4.1.-)
603	Glycosphingolipid biosynthesis - globo series	3.2.1.52	Beta-N-acetylhexosaminidase	Beta-hexosaminidase (EC 3.2.1.52)
603	Glycosphingolipid biosynthesis - globo series	2.4.1.-	Hexosyltransferases.	Glycosyltransferase (EC 2.4.1.-)
604	Glycosphingolipid biosynthesis - ganglio series	2.3.1.-	Transferring groups other than amino-acyl groups.	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)
604	Glycosphingolipid biosynthesis - ganglio series	2.3.1.-	Transferring groups other than amino-acyl groups.	Acetyltransferase (EC 2.3.1.-)
604	Glycosphingolipid biosynthesis - ganglio series	2.4.1.-	Hexosyltransferases.	Alpha-L-Rha alpha-1,2-L-rhamnosyltransferase/alpha-L-Rha alpha-1,3-L- rhamnosyltransferase (EC 2.4.1.-)
604	Glycosphingolipid biosynthesis - ganglio series	3.2.1.23	Beta-galactosidase	Beta-galactosidase (EC 3.2.1.23)
604	Glycosphingolipid biosynthesis - ganglio series	3.2.1.52	Beta-N-acetylhexosaminidase	Beta-hexosaminidase (EC 3.2.1.52)
604	Glycosphingolipid biosynthesis - ganglio series	2.4.1.-	Hexosyltransferases.	Glycosyltransferase (EC 2.4.1.-)
604	Glycosphingolipid biosynthesis - ganglio series	2.3.1.-	Transferring groups other than amino-acyl groups.	Phosphinothricin N-acetyltransferase (EC 2.3.1.-)
604	Glycosphingolipid biosynthesis - ganglio series	2.4.99.-	Transferring other glycosyl groups.	Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)
604	Glycosphingolipid biosynthesis - ganglio series	2.3.1.-	Transferring groups other than amino-acyl groups.	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)
620	Pyruvate metabolism	2.3.1.9	Acetyl-CoA C-acetyltransferase	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)
620	Pyruvate metabolism	2.7.2.1	Acetate kinase	Acetate kinase (EC 2.7.2.1)
620	Pyruvate metabolism	6.4.1.2	Acetyl-CoA carboxylase	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)
620	Pyruvate metabolism	1.2.1.10	Acetaldehyde dehydrogenase (acetylating)	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)
620	Pyruvate metabolism	1.1.1.27	L-lactate dehydrogenase	L-lactate dehydrogenase (EC 1.1.1.27)
620	Pyruvate metabolism	1.1.1.77	Lactaldehyde reductase	Lactaldehyde reductase (EC 1.1.1.77)
620	Pyruvate metabolism	2.3.1.8	Phosphate acetyltransferase	Phosphate acetyltransferase (EC 2.3.1.8)
620	Pyruvate metabolism	4.1.1.31	Phosphoenolpyruvate carboxylase	Phosphoenolpyruvate carboxylase (EC 4.1.1.31)
620	Pyruvate metabolism	2.3.1.54	Formate C-acetyltransferase	Pyruvate formate-lyase (EC 2.3.1.54)
620	Pyruvate metabolism	2.7.1.40	Pyruvate kinase	Pyruvate kinase (EC 2.7.1.40)
621	Biphenyl degradation	1.2.1.10	Acetaldehyde dehydrogenase (acetylating)	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)
622	Toluene and xylene degradation	1.2.1.10	Acetaldehyde dehydrogenase (acetylating)	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)
622	Toluene and xylene degradation	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)
623	2,4-Dichlorobenzoate degradation	2.3.1.-	Transferring groups other than amino-acyl groups.	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)
623	2,4-Dichlorobenzoate degradation	2.3.1.-	Transferring groups other than amino-acyl groups.	Acetyltransferase (EC 2.3.1.-)
623	2,4-Dichlorobenzoate degradation	2.3.1.-	Transferring groups other than amino-acyl groups.	Phosphinothricin N-acetyltransferase (EC 2.3.1.-)
623	2,4-Dichlorobenzoate degradation	2.3.1.-	Transferring groups other than amino-acyl groups.	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)
623	2,4-Dichlorobenzoate degradation	1.3.99.1	Succinate dehydrogenase	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)
623	2,4-Dichlorobenzoate degradation	1.3.99.1	Succinate dehydrogenase	Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)
623	2,4-Dichlorobenzoate degradation	4.2.1.-	Hydro-lyases.	tRNA pseudouridine 13 synthase (EC 4.2.1.-)
624	1- and 2-Methylnaphthalene degradation	2.1.1.-	Methyltransferases.	23S rRNA (guanosine-2'-O-) -methyltransferase rlmB (EC 2.1.1.-)
624	1- and 2-Methylnaphthalene degradation	2.1.1.-	Methyltransferases.	Dimethyladenosine transferase (EC 2.1.1.-)
624	1- and 2-Methylnaphthalene degradation	1.6.-.-	Acting on NADH or NADPH.	NADH oxidase H2O-forming (EC 1.6.-.-)
624	1- and 2-Methylnaphthalene degradation	2.1.1.-	Methyltransferases.	Ribosomal RNA small subunit methyltransferase D (EC 2.1.1.-)
624	1- and 2-Methylnaphthalene degradation	2.1.1.-	Methyltransferases.	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)
624	1- and 2-Methylnaphthalene degradation	2.1.1.-	Methyltransferases.	tRNA (cytosine34-2'-O-)-methyltransferase (EC 2.1.1.-)
625	Tetrachloroethene degradation	1.1.1.1	Alcohol dehydrogenase	Alcohol dehydrogenase (EC 1.1.1.1)
625	Tetrachloroethene degradation	1.1.1.1	Alcohol dehydrogenase	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)
625	Tetrachloroethene degradation	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)
626	Naphthalene and anthracene degradation	2.3.1.-	Transferring groups other than amino-acyl groups.	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)
626	Naphthalene and anthracene degradation	2.3.1.-	Transferring groups other than amino-acyl groups.	Acetyltransferase (EC 2.3.1.-)
626	Naphthalene and anthracene degradation	1.1.1.1	Alcohol dehydrogenase	Alcohol dehydrogenase (EC 1.1.1.1)
626	Naphthalene and anthracene degradation	1.1.1.1	Alcohol dehydrogenase	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)
626	Naphthalene and anthracene degradation	2.3.1.-	Transferring groups other than amino-acyl groups.	Phosphinothricin N-acetyltransferase (EC 2.3.1.-)
626	Naphthalene and anthracene degradation	2.3.1.-	Transferring groups other than amino-acyl groups.	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)
626	Naphthalene and anthracene degradation	4.2.1.-	Hydro-lyases.	tRNA pseudouridine 13 synthase (EC 4.2.1.-)
627	1,4-Dichlorobenzene degradation	2.3.1.-	Transferring groups other than amino-acyl groups.	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)
627	1,4-Dichlorobenzene degradation	2.1.1.-	Methyltransferases.	23S rRNA (guanosine-2'-O-) -methyltransferase rlmB (EC 2.1.1.-)
627	1,4-Dichlorobenzene degradation	3.1.3.41	4-nitrophenylphosphatase	4-nitrophenylphosphatase (EC 3.1.3.41)
627	1,4-Dichlorobenzene degradation	2.3.1.-	Transferring groups other than amino-acyl groups.	Acetyltransferase (EC 2.3.1.-)
627	1,4-Dichlorobenzene degradation	2.1.1.-	Methyltransferases.	Dimethyladenosine transferase (EC 2.1.1.-)
627	1,4-Dichlorobenzene degradation	2.3.1.-	Transferring groups other than amino-acyl groups.	Phosphinothricin N-acetyltransferase (EC 2.3.1.-)
627	1,4-Dichlorobenzene degradation	2.1.1.-	Methyltransferases.	Ribosomal RNA small subunit methyltransferase D (EC 2.1.1.-)
627	1,4-Dichlorobenzene degradation	2.1.1.-	Methyltransferases.	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)
627	1,4-Dichlorobenzene degradation	2.3.1.-	Transferring groups other than amino-acyl groups.	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)
627	1,4-Dichlorobenzene degradation	2.1.1.-	Methyltransferases.	tRNA (cytosine34-2'-O-)-methyltransferase (EC 2.1.1.-)
630	Glyoxylate and dicarboxylate metabolism	2.3.1.9	Acetyl-CoA C-acetyltransferase	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)
630	Glyoxylate and dicarboxylate metabolism	6.4.1.3	Propionyl-CoA carboxylase	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)
630	Glyoxylate and dicarboxylate metabolism	6.3.1.2	Glutamate--ammonia ligase	Glutamine synthetase type I (EC 6.3.1.2)
630	Glyoxylate and dicarboxylate metabolism	1.1.1.77	Lactaldehyde reductase	Lactaldehyde reductase (EC 1.1.1.77)
630	Glyoxylate and dicarboxylate metabolism	3.1.3.18	Phosphoglycolate phosphatase	Phosphoglycolate phosphatase (EC 3.1.3.18)
633	Trinitrotoluene degradation	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)
633	Trinitrotoluene degradation	1.-.-.-	Oxidoreductases.	Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)
633	Trinitrotoluene degradation	1.-.-.-	Oxidoreductases.	tRNA dihydrouridine synthase B (EC 1.-.-.-)
640	Propanoate metabolism	2.3.1.9	Acetyl-CoA C-acetyltransferase	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)
640	Propanoate metabolism	2.7.2.1	Acetate kinase	Acetate kinase (EC 2.7.2.1)
640	Propanoate metabolism	6.4.1.2	Acetyl-CoA carboxylase	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)
640	Propanoate metabolism	6.4.1.3	Propionyl-CoA carboxylase	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)
640	Propanoate metabolism	1.1.1.27	L-lactate dehydrogenase	L-lactate dehydrogenase (EC 1.1.1.27)
640	Propanoate metabolism	2.3.1.8	Phosphate acetyltransferase	Phosphate acetyltransferase (EC 2.3.1.8)
640	Propanoate metabolism	2.3.1.54	Formate C-acetyltransferase	Pyruvate formate-lyase (EC 2.3.1.54)
642	Ethylbenzene degradation	2.3.1.-	Transferring groups other than amino-acyl groups.	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)
642	Ethylbenzene degradation	2.3.1.16	Acetyl-CoA C-acyltransferase	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)
642	Ethylbenzene degradation	2.3.1.-	Transferring groups other than amino-acyl groups.	Acetyltransferase (EC 2.3.1.-)
642	Ethylbenzene degradation	2.3.1.-	Transferring groups other than amino-acyl groups.	Phosphinothricin N-acetyltransferase (EC 2.3.1.-)
642	Ethylbenzene degradation	2.3.1.-	Transferring groups other than amino-acyl groups.	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)
650	Butanoate metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)
650	Butanoate metabolism	2.3.1.9	Acetyl-CoA C-acetyltransferase	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)
650	Butanoate metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	Acetyltransferase (EC 2.3.1.-)
650	Butanoate metabolism	1.2.1.10	Acetaldehyde dehydrogenase (acetylating)	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)
650	Butanoate metabolism	2.3.3.10	Hydroxymethylglutaryl-CoA synthase	Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)
650	Butanoate metabolism	1.1.1.61	4-hydroxybutyrate dehydrogenase	NAD-dependent 4-hydroxybutyrate dehydrogenase (EC 1.1.1.61)
650	Butanoate metabolism	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)
650	Butanoate metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	Phosphinothricin N-acetyltransferase (EC 2.3.1.-)
650	Butanoate metabolism	2.3.1.54	Formate C-acetyltransferase	Pyruvate formate-lyase (EC 2.3.1.54)
650	Butanoate metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)
650	Butanoate metabolism	1.3.99.1	Succinate dehydrogenase	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)
650	Butanoate metabolism	1.3.99.1	Succinate dehydrogenase	Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)
650	Butanoate metabolism	4.2.1.-	Hydro-lyases.	tRNA pseudouridine 13 synthase (EC 4.2.1.-)
670	One carbon pool by folate	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)
670	One carbon pool by folate	1.5.1.3	Dihydrofolate reductase	Dihydrofolate reductase (EC 1.5.1.3)
670	One carbon pool by folate	6.3.4.3	Formate--tetrahydrofolate ligase	Formate--tetrahydrofolate ligase (EC 6.3.4.3)
670	One carbon pool by folate	2.1.2.3	Phosphoribosylaminoimidazolecarboxamide formyltransferase	IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)
670	One carbon pool by folate	2.1.2.9	Methionyl-tRNA formyltransferase	Methionyl-tRNA formyltransferase (EC 2.1.2.9)
670	One carbon pool by folate	3.5.4.9	Methenyltetrahydrofolate cyclohydrolase	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5) / Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)
670	One carbon pool by folate	1.5.1.5	Methylenetetrahydrofolate dehydrogenase (NADP(+))	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5) / Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)
670	One carbon pool by folate	2.1.1.45	Thymidylate synthase	Thymidylate synthase (EC 2.1.1.45)
680	Methane metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)
680	Methane metabolism	2.7.2.1	Acetate kinase	Acetate kinase (EC 2.7.2.1)
680	Methane metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	Acetyltransferase (EC 2.3.1.-)
680	Methane metabolism	3.6.3.14	H(+)-transporting two-sector ATPase	ATP synthase A chain (EC 3.6.3.14)
680	Methane metabolism	3.6.3.14	H(+)-transporting two-sector ATPase	ATP synthase alpha chain (EC 3.6.3.14)
680	Methane metabolism	3.6.3.14	H(+)-transporting two-sector ATPase	ATP synthase B chain (EC 3.6.3.14)
680	Methane metabolism	3.6.3.14	H(+)-transporting two-sector ATPase	ATP synthase beta chain (EC 3.6.3.14)
680	Methane metabolism	3.6.3.14	H(+)-transporting two-sector ATPase	ATP synthase C chain (EC 3.6.3.14)
680	Methane metabolism	3.6.3.14	H(+)-transporting two-sector ATPase	ATP synthase epsilon chain (EC 3.6.3.14)
680	Methane metabolism	3.6.3.14	H(+)-transporting two-sector ATPase	ATP synthase gamma chain (EC 3.6.3.14)
680	Methane metabolism	1.1.1.95	Phosphoglycerate dehydrogenase	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)
680	Methane metabolism	4.2.1.11	Phosphopyruvate hydratase	Enolase (EC 4.2.1.11)
680	Methane metabolism	4.1.2.13	Fructose-bisphosphate aldolase	Fructose-bisphosphate aldolase class II (EC 4.1.2.13)
680	Methane metabolism	2.3.1.8	Phosphate acetyltransferase	Phosphate acetyltransferase (EC 2.3.1.8)
680	Methane metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	Phosphinothricin N-acetyltransferase (EC 2.3.1.-)
680	Methane metabolism	4.1.1.31	Phosphoenolpyruvate carboxylase	Phosphoenolpyruvate carboxylase (EC 4.1.1.31)
680	Methane metabolism	5.4.2.1	Phosphoglycerate mutase	Phosphoglycerate mutase (EC 5.4.2.1)
680	Methane metabolism	3.1.3.3	Phosphoserine phosphatase	Phosphoserine phosphatase (EC 3.1.3.3)
680	Methane metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)
680	Methane metabolism	4.1.2.9	Phosphoketolase	Xylulose-5-phosphate phosphoketolase (EC 4.1.2.9); Fructose-6-phosphate phosphoketolase (EC 4.1.2.22)
710	Carbon fixation in photosynthetic organisms	2.6.1.1	Aspartate transaminase	Aspartate aminotransferase (EC 2.6.1.1)
710	Carbon fixation in photosynthetic organisms	4.1.2.13	Fructose-bisphosphate aldolase	Fructose-bisphosphate aldolase class II (EC 4.1.2.13)
710	Carbon fixation in photosynthetic organisms	4.1.1.31	Phosphoenolpyruvate carboxylase	Phosphoenolpyruvate carboxylase (EC 4.1.1.31)
710	Carbon fixation in photosynthetic organisms	2.7.2.3	Phosphoglycerate kinase	Phosphoglycerate kinase (EC 2.7.2.3)
710	Carbon fixation in photosynthetic organisms	2.7.1.40	Pyruvate kinase	Pyruvate kinase (EC 2.7.1.40)
710	Carbon fixation in photosynthetic organisms	5.3.1.6	Ribose-5-phosphate isomerase	Ribose 5-phosphate isomerase A (EC 5.3.1.6)
710	Carbon fixation in photosynthetic organisms	5.1.3.1	Ribulose-phosphate 3-epimerase	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)
710	Carbon fixation in photosynthetic organisms	2.2.1.1	Transketolase	Transketolase (EC 2.2.1.1)
710	Carbon fixation in photosynthetic organisms	5.3.1.1	Triose-phosphate isomerase	Triosephosphate isomerase (EC 5.3.1.1)
710	Carbon fixation in photosynthetic organisms	4.1.2.9	Phosphoketolase	Xylulose-5-phosphate phosphoketolase (EC 4.1.2.9); Fructose-6-phosphate phosphoketolase (EC 4.1.2.22)
710	Carbon fixation in photosynthetic organisms	4.1.2.22	Fructose-6-phosphate phosphoketolase	Xylulose-5-phosphate phosphoketolase (EC 4.1.2.9); Fructose-6-phosphate phosphoketolase (EC 4.1.2.22)
720	Reductive carboxylate cycle (CO2 fixation)	2.3.1.9	Acetyl-CoA C-acetyltransferase	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)
720	Reductive carboxylate cycle (CO2 fixation)	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)
720	Reductive carboxylate cycle (CO2 fixation)	2.7.2.1	Acetate kinase	Acetate kinase (EC 2.7.2.1)
720	Reductive carboxylate cycle (CO2 fixation)	6.4.1.2	Acetyl-CoA carboxylase	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)
720	Reductive carboxylate cycle (CO2 fixation)	6.4.1.3	Propionyl-CoA carboxylase	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)
720	Reductive carboxylate cycle (CO2 fixation)	6.3.4.3	Formate--tetrahydrofolate ligase	Formate--tetrahydrofolate ligase (EC 6.3.4.3)
